mtfFreq,mtfVsFreq
0.0,1.0
0.0024359756097561323,0.9999504770565976
0.0048719512195122645,0.9998019229410355
0.007307926829268396,0.9995543817899645
0.009743902439024529,0.9992079271401849
0.012179878048780662,0.9987626618922392
0.014615853658536793,0.9982187182594758
0.017051829268292927,0.9975762577026211
0.019487804878049058,0.9968354708499032
0.02192378048780519,0.9959965774027852
0.024359756097561323,0.9950598260273706
0.026795731707317454,0.9940254942315578
0.029231707317073585,0.9928938882280273
0.03166768292682972,0.9916653427831589
0.034103658536585854,0.9903402210519788
0.03653963414634198,0.9889189143992551
0.038975609756098116,0.9874018422068632
0.04141158536585425,0.9857894516675522
0.04384756097561038,0.9840822175652563
0.04628353658536651,0.9822806420421039
0.04871951219512265,0.9803852543522789
0.051155487804878774,0.9783966106029096
0.05359146341463491,0.9763152934821586
0.05602743902439104,0.9741419119746999
0.05846341463414717,0.971877101064781
0.060899390243903305,0.9695215214270685
0.06333536585365944,0.9670758591054908
0.06577134146341557,0.9645408251802953
0.06820731707317171,0.961917155423546
0.07064329268292784,0.9592056099432958
0.07307926829268396,0.9564069728166755
0.0755152439024401,0.9535220517121424
0.07795121951219623,0.9505516775011508
0.08038719512195236,0.9474967038594978
0.0828231707317085,0.944358006858621
0.08525914634146463,0.9411364845471102
0.08769512195122076,0.9378330565227256
0.0901310975609769,0.9344486634951982
0.09256707317073302,0.9309842668401064
0.09500304878048915,0.9274408481441277
0.0974390243902453,0.9238194087419622
0.09987500000000142,0.9201209692452329
0.10231097560975755,0.9163465690636787
0.10474695121951369,0.9124972659189473
0.10718292682926982,0.9085741353513098
0.10961890243902594,0.9045782702196185
0.11205487804878209,0.900510780194829
0.11449085365853821,0.8963727912474225
0.11692682926829434,0.8921654451290486
0.11936280487805048,0.8878898988487313
0.12179878048780661,0.8835473241439679
0.12423475609756275,0.8791389069470603
0.12667073170731888,0.8746658468470208
0.12910670731707502,0.8701293565473828
0.13154268292683113,0.8655306613202748
0.13397865853658728,0.8608709984570833
0.13641463414634342,0.8561516167160594
0.13885060975609953,0.8513737757672083
0.14128658536585567,0.8465387456348039
0.1437225609756118,0.8416478061378765
0.14615853658536793,0.8367022463290109
0.14859451219512407,0.831703363931802
0.1510304878048802,0.8266524647773049
0.15346646341463632,0.8215508622398241
0.15590243902439246,0.8163998766723722
0.1583384146341486,0.811200834842145
0.16077439024390472,0.8059550693663373
0.16321036585366086,0.8006639181486394
0.165646341463417,0.7953287238167367
0.16808231707317312,0.7899508331611462
0.17051829268292926,0.7845315965757069
0.1729542682926854,0.7790723675000507
0.1753902439024415,0.7735745018643629
0.17782621951219765,0.7680393575367558
0.1802621951219538,0.7624682937735513
0.1826981707317099,0.7568626706727928
0.18513414634146605,0.7512238486312715
0.1875701219512222,0.7455531878053744
0.1900060975609783,0.7398520475760411
0.19244207317073445,0.7341217860181126
0.1948780487804906,0.7283637593743598
0.1973140243902467,0.7225793215344606
0.19975000000000284,0.7167698235191993
0.20218597560975898,0.7109366129701525
0.2046219512195151,0.7050810336451192
0.20705792682927124,0.6992044249195463
0.20949390243902738,0.6933081212941995
0.2119298780487835,0.6873934519093148
0.21436585365853963,0.6814617400654683
0.21680182926829578,0.6755143027513881
0.2192378048780519,0.6695524501789304
0.22167378048780803,0.6635774853254318
0.22410975609756417,0.6575907034836451
0.22654573170732029,0.6515933918194585
0.22898170731707643,0.6455868289375866
0.23141768292683257,0.6395722844554252
0.23385365853658868,0.6335510185852398
0.23628963414634482,0.6275242817248637
0.23872560975610096,0.6214933140570668
0.2411615853658571,0.6154593451577477
0.24359756097561322,0.6094235936131018
0.24603353658536936,0.6033872666459035
0.2484695121951255,0.5973515597510302
0.25090548780488164,0.5913176563403642
0.25334146341463776,0.5852867273971761
0.25577743902439387,0.5792599311401102
0.25821341463415004,0.5732384126968672
0.26064939024390615,0.5672233037876812
0.26308536585366227,0.5612157224186752
0.26552134146341844,0.555216772585177
0.26795731707317455,0.5492275439850599
0.27039329268293066,0.5432491117421814
0.27282926829268683,0.5372825361399651
0.27526524390244295,0.5313288623651803
0.27770121951219906,0.5253891202619583
0.28013719512195523,0.5194643240960767
0.28257317073171134,0.5135554723295397
0.28500914634146746,0.5076635474054705
0.2874451219512236,0.5017895155433275
0.28988109756097974,0.4959343265444486
0.29231707317073585,0.4900989136079172
0.294753048780492,0.4842841931567434
0.29718902439024814,0.47849106467433955
0.29962500000000425,0.47272041055126596
0.3020609756097604,0.46697309594221764
0.30449695121951653,0.461249968633211
0.30693292682927265,0.45555185891892863
0.3093689024390288,0.44987957949016905
0.31180487804878493,0.4442339253313455
0.31424085365854104,0.4386156736279696
0.3166768292682972,0.43302558368404975
0.3191128048780533,0.42746439684932974
0.32154878048780944,0.42193283645628465
0.3239847560975656,0.4164316077667884
0.3264207317073217,0.4109613979283592
0.32885670731707783,0.4055228759398849
0.331292682926834,0.40011669262672583
0.3337286585365901,0.3947434806250846
0.33616463414634623,0.389403854375532
0.3386006097561024,0.3840984101255693
0.3410365853658585,0.3788277259411035
0.3434725609756146,0.3735923617267098
0.3459085365853708,0.368392859254549
0.3483445121951269,0.363229742201803
0.350780487804883,0.35810351619649017
0.3532164634146392,0.35301466887151567
0.3556524390243953,0.34796366992681055
0.3580884146341514,0.3429509711994076
0.3605243902439076,0.3379770067413007
0.3629603658536637,0.3330421929049306
0.3653963414634198,0.32814692843613513
0.367832317073176,0.323291594574403
0.3702682926829321,0.3184765551602644
0.3727042682926882,0.3137021567496498
0.3751402439024444,0.30896872873504605
0.3775762195122005,0.3042765834732798
0.3800121951219566,0.29962601641974895
0.3824481707317128,0.29501730626893075
0.3848841463414689,0.2904507151009839
0.387320121951225,0.2859264885342683
0.3897560975609812,0.28144485588359963
0.3921920731707373,0.2770060303240573
0.3946280487804934,0.2726102090601632
0.39706402439024957,0.2682575735002465
0.3995000000000057,0.2639482894358098
0.4019359756097618,0.2596825072257129
0.40437195121951797,0.25546036198498695
0.4068079268292741,0.2512819737780948
0.4092439024390302,0.2471474478164504
0.41167987804878636,0.24305687466001308
0.4141158536585425,0.23901033042277
0.4165518292682986,0.23500787698192205
0.41898780487805476,0.23104956219058947
0.4214237804878109,0.22713542009385182
0.423859756097567,0.22326547114794018
0.42629573170732316,0.21943972244239932
0.42873170731707927,0.21565816792503786
0.4311676829268354,0.2119207886294874
0.43360365853659155,0.2082275529051911
0.43603963414634767,0.2045784166496444
0.4384756097561038,0.20097332354271344
0.44091158536585995,0.19741220528285358
0.44334756097561606,0.1938949818250603
0.4457835365853722,0.19042156162037752
0.44821951219512834,0.18699184185679715
0.45065548780488446,0.18360570870138274
0.45309146341464057,0.1802630375434518
0.45552743902439674,0.1769636932386561
0.45796341463415285,0.17370753035379827
0.46039939024390897,0.1704943934122288
0.46283536585366514,0.16732411713966666
0.46527134146342125,0.16419652671029292
0.46770731707317736,0.16111143799296493
0.47014329268293353,0.15806865779740706
0.47257926829268965,0.15506798412023065
0.4750152439024458,0.15210920639064274
0.47745121951220193,0.1491921057157055
0.47988719512195804,0.14631645512500915
0.4823231707317142,0.1434820198146267
0.4847591463414703,0.14068855739022018
