xgaus,ygaus
17.20000000000053,1.8735616621169608e-11
17.250000000000526,1.6360981743763974e-11
17.30000000000053,1.428202640214901e-11
17.350000000000534,1.2462621509874468e-11
17.40000000000053,1.0870964620523722e-11
17.45000000000053,9.479072862005887e-12
17.500000000000533,8.262333927509595e-12
17.550000000000537,7.199108642269973e-12
17.600000000000534,6.270379328923732e-12
17.65000000000053,5.459438823782433e-12
17.700000000000536,4.7516155593573944e-12
17.75000000000054,4.134030631732902e-12
17.800000000000537,3.5953832210287622e-12
17.850000000000534,3.125761134748261e-12
17.90000000000054,2.7164736022449654e-12
17.950000000000543,2.3599037683434723e-12
18.00000000000054,2.049378619348732e-12
18.050000000000537,1.7790543289004826e-12
18.10000000000054,1.5438152376328914e-12
18.150000000000546,1.3391848823138629e-12
18.200000000000543,1.1612476696943258e-12
18.25000000000054,1.0065799500555299e-12
18.300000000000544,8.721893875182665e-13
18.35000000000055,7.554616504724953e-13
18.400000000000546,6.541135576995089e-13
18.450000000000543,5.661519154166207e-13
18.500000000000547,4.898373689399937e-13
18.55000000000055,4.2365267115618464e-13
18.60000000000055,3.6627483960929565e-13
18.650000000000546,3.165507357245279e-13
18.70000000000055,2.7347565437232644e-13
18.750000000000554,2.361745604092781e-13
18.80000000000055,2.038856517077942e-13
18.85000000000055,1.759459661265884e-13
18.900000000000553,1.5177878343089245e-13
18.950000000000557,1.3088260283847502e-13
19.000000000000554,1.1282150308372675e-13
19.05000000000055,9.721671504854863e-14
19.100000000000556,8.373925745320398e-14
19.15000000000056,7.210350414238436e-14
19.200000000000557,6.206156741658507e-14
19.250000000000554,5.339839589104875e-14
19.30000000000056,4.5927497731153643e-14
19.350000000000563,3.948721100707427e-14
19.40000000000056,3.393745250289839e-14
19.450000000000557,2.915688475791893e-14
19.50000000000056,2.5040448545036414e-14
19.550000000000566,2.1497214522315833e-14
19.600000000000563,1.844851353432012e-14
19.65000000000056,1.5826310083350096e-14
19.700000000000564,1.3571787919818916e-14
19.75000000000057,1.1634120588825163e-14
19.800000000000566,9.969403181198063e-15
19.850000000000563,8.539724528992249e-15
19.900000000000567,7.312361708025035e-15
19.95000000000057,6.2590810081152265e-15
